A6	0.3184160
A5	0.1653252
A7	0.1653252
A8	0.1078558
A4	0.07726980
A5D1	0.02704443
A3	0.02382486
A9	0.01963941
D4	0.01770766
A6D1	0.01448809
A7D1	0.008692853
A4D1	0.005151320
D6	0.004829363
A10	0.004185448
A3D3	0.002575660
D5	0.002253703
A4D3	0.002253703
D3	0.001931745
D8	0.001931745
A1	0.001609788
A5D3	0.001609788
A11	0.001287830
A3D4	0.001287830
A5D2	0.001287830
A4D2	0.0009658723
D1A5	0.0009658723
D7	0.0009658723
A6D2	0.0009658723
D1A1D1A1D1A1	0.0009658723
A1D1A1D1A1D1	0.0009658723
A2	0.0009658723
A1O1A4	0.000643915
O6	0.000643915
A3D4A1	0.000643915
D1A6	0.000643915
A4D4	0.000643915
A2D3	0.000643915
A1D1A3	0.000643915
A1D4A1D1	0.0003219579
O5	0.0003219579
D1A4	0.0003219579
A2D4	0.0003219579
A2D4A1	0.0003219579
O1	0.0003219579
O7	0.0003219579
A6O1	0.0003219579
O8	0.0003219579
A1O1A3	0.0003219579
A7O1	0.0003219579
A3D1	0.0003219579
D3A3	0.0003219579
A1O1A5	0.0003219579
A2D1A3D1	0.0003219579
A1D1A1D1A1D1A1D1	0.0003219579
A13	0.0003219579
A1D1A5	0.0003219579
D4A1	0.0003219579
D2A3D1	0.0003219579
A7D3	0.0003219579
A1D5	0.0003219579
A3D2	0.0003219579
D2A5	0.0003219579
A2D1A2D1	0.0003219579
D4A4	0.0003219579
A4O1A3	0.0003219579
D2	0.0003219579
A1D2A3	0.0003219579
D3A2	0.0003219579
A4O1A4	0.0003219579
D1A2D2A1	0.0003219579
A2D2A1D2	0.0003219579
D1	0.0003219579
