27:27	0.00004914005
1:26	0.00001262945
28:30	0.00001107665
31:34	0.000006648715
37:38	0.000004303667
35:36	0.000003748547
39:39	0.000002983116
40:40	0.000002286551
41:42	0.000001714913
45:45	0.000001558203
52:52	8.963693E-7
46:46	6.004672E-7
51:51	5.796474E-7
43:44	5.382798E-7
56:56	5.333463E-7
47:47	4.815935E-7
54:54	4.723353E-7
59:59	4.439588E-7
57:57	4.221068E-7
58:58	4.081680E-7
55:55	3.743770E-7
48:49	3.310513E-7
50:50	2.384177E-7
53:53	2.375585E-7
63:63	2.099848E-7
60:60	2.085884E-7
61:61	2.034597E-7
64:64	1.569750E-7
62:62	1.172615E-7
66:66	6.390398E-8
65:65	5.868456E-8
67:67	5.533091E-8
69:69	4.343887E-8
68:68	3.660869E-8
70:70	2.760799E-8
72:72	1.739442E-8
73:73	1.497420E-8
71:71	1.461862E-8
74:74	6.401876E-9
77:77	5.022822E-9
76:76	3.451278E-9
78:78	2.903830E-9
75:75	2.898490E-9
79:79	2.881727E-9
80:80	1.605317E-9
81:81	1.274974E-9
82:82	7.242897E-10
83:83	5.750125E-10
84:84	5.491571E-10
85:85	4.365113E-10
86:86	2.316402E-10
87:87	1.841443E-10
90:90	1.625873E-10
88:88	1.466681E-10
91:91	7.397519E-11
89:89	5.837146E-11
92:92	4.417050E-11
96:96	1.185166E-11
97:98	6.275802E-12
93:95	3.060157E-12
103:103	2.406049E-12
102:102	1.511100E-12
99:101	7.808039E-13
104:111	4.706852E-14
